location,lang,retweet_count,conversation_id_str,image_url,tweet_url,favorite_count,user_id_str,created_at,full_text,reply_count,username,in_reply_to_screen_name,quote_count,id_str,text_casefold,text_clean,tokens,tokens_stem,text_stemmed,emoji_drop_from_raw,emoji_map_from_raw
,in,0,1981895499771990339,,https://x.com/undefined/status/1981895820065787996,0,341987176,Sat Oct 25 01:29:20 +0000 2025,@wedeliau Selamat pagi Kak. Apabila tiket pada aplikasi Access by KAI telah habis terjual maka di loket stasiun juga sudah tidak tersedia ya. Tks.,0,,wedeliau,0,1981895820065787996,@wedeliau selamat pagi kak. apabila tiket pada aplikasi access by kai telah habis terjual maka di loket stasiun juga sudah tidak tersedia ya. tks.,selamat pagi kak apabila tiket pada aplikasi access by kai telah habis terjual maka di loket stasiun juga sudah tidak tersedia ya tks,"['selamat', 'pagi', 'kak', 'apabila', 'tiket', 'pada', 'aplikasi', 'access', 'by', 'kai', 'telah', 'habis', 'terjual', 'maka', 'di', 'loket', 'stasiun', 'juga', 'sudah', 'tidak', 'tersedia', 'ya', 'tks']","['selamat', 'pagi', 'kak', 'apabila', 'tiket', 'pada', 'aplikasi', 'access', 'by', 'kai', 'telah', 'habis', 'jual', 'maka', 'di', 'loket', 'stasiun', 'juga', 'sudah', 'tidak', 'sedia', 'ya', 'tks']",selamat pagi kak apabila tiket pada aplikasi access by kai telah habis jual maka di loket stasiun juga sudah tidak sedia ya tks,@wedeliau Selamat pagi Kak. Apabila tiket pada aplikasi Access by KAI telah habis terjual maka di loket stasiun juga sudah tidak tersedia ya. Tks.,@wedeliau Selamat pagi Kak. Apabila tiket pada aplikasi Access by KAI telah habis terjual maka di loket stasiun juga sudah tidak tersedia ya. Tks.
,in,0,1981892014846472450,,https://x.com/undefined/status/1981894398586859753,0,582776026,Sat Oct 25 01:23:41 +0000 2025,@wedeliau Cek di aplikasi KAI Access aja kak tapi adanya jam 11.41,0,,wedeliau,0,1981894398586859753,@wedeliau cek di aplikasi kai access aja kak tapi adanya jam 11.41,cek di aplikasi kai access aja kak tapi adanya jam 11 41,"['cek', 'di', 'aplikasi', 'kai', 'access', 'aja', 'kak', 'tapi', 'adanya', 'jam', '11', '41']","['cek', 'di', 'aplikasi', 'kai', 'access', 'aja', 'kak', 'tapi', 'ada', 'jam', '11', '41']",cek di aplikasi kai access aja kak tapi ada jam 11 41,@wedeliau Cek di aplikasi KAI Access aja kak tapi adanya jam 11.41,@wedeliau Cek di aplikasi KAI Access aja kak tapi adanya jam 11.41
,in,0,1981772586943140232,,https://x.com/undefined/status/1981878519375556785,0,341987176,Sat Oct 25 00:20:35 +0000 2025,@poachedshrimp @KAI121 Selamat pagi kak untuk pemesanan tiket KA Lokal sudah dapat dilayani untuk keberangkatan 1 November 2025 melalui Access By KAI tks.,0,,poachedshrimp,0,1981878519375556785,@poachedshrimp @kai121 selamat pagi kak untuk pemesanan tiket ka lokal sudah dapat dilayani untuk keberangkatan 1 november 2025 melalui access by kai tks.,selamat pagi kak untuk pemesanan tiket ka lokal sudah dapat dilayani untuk keberangkatan 1 november 2025 melalui access by kai tks,"['selamat', 'pagi', 'kak', 'untuk', 'pemesanan', 'tiket', 'ka', 'lokal', 'sudah', 'dapat', 'dilayani', 'untuk', 'keberangkatan', '1', 'november', '2025', 'melalui', 'access', 'by', 'kai', 'tks']","['selamat', 'pagi', 'kak', 'untuk', 'mesan', 'tiket', 'ka', 'lokal', 'sudah', 'dapat', 'layan', 'untuk', 'berangkat', '1', 'november', '2025', 'lalu', 'access', 'by', 'kai', 'tks']",selamat pagi kak untuk mesan tiket ka lokal sudah dapat layan untuk berangkat 1 november 2025 lalu access by kai tks,@poachedshrimp @KAI121 Selamat pagi kak untuk pemesanan tiket KA Lokal sudah dapat dilayani untuk keberangkatan 1 November 2025 melalui Access By KAI tks.,@poachedshrimp @KAI121 Selamat pagi kak untuk pemesanan tiket KA Lokal sudah dapat dilayani untuk keberangkatan 1 November 2025 melalui Access By KAI tks.
,in,0,1981872257791344826,,https://x.com/undefined/status/1981872257791344826,0,1418554703810416650,Fri Oct 24 23:55:42 +0000 2025,Kai Access udah bisa gaiss,0,,,0,1981872257791344826,kai access udah bisa gaiss,kai access udah bisa gaiss,"['kai', 'access', 'udah', 'bisa', 'gaiss']","['kai', 'access', 'udah', 'bisa', 'gaiss']",kai access udah bisa gaiss,Kai Access udah bisa gaiss,Kai Access udah bisa gaiss
,in,0,1981770941635211358,,https://x.com/undefined/status/1981867825074741532,0,341987176,Fri Oct 24 23:38:05 +0000 2025,@septmaaa @chizznanda Selamat pagi. Untuk loket stasiun hanya melayani pembelian tiket go show ya kak pemesanan tiket hanya dilayani melalui aplikasi Access By KAI tks.,0,,septmaaa,0,1981867825074741532,@septmaaa @chizznanda selamat pagi. untuk loket stasiun hanya melayani pembelian tiket go show ya kak pemesanan tiket hanya dilayani melalui aplikasi access by kai tks.,selamat pagi untuk loket stasiun hanya melayani pembelian tiket go show ya kak pemesanan tiket hanya dilayani melalui aplikasi access by kai tks,"['selamat', 'pagi', 'untuk', 'loket', 'stasiun', 'hanya', 'melayani', 'pembelian', 'tiket', 'go', 'show', 'ya', 'kak', 'pemesanan', 'tiket', 'hanya', 'dilayani', 'melalui', 'aplikasi', 'access', 'by', 'kai', 'tks']","['selamat', 'pagi', 'untuk', 'loket', 'stasiun', 'hanya', 'layan', 'beli', 'tiket', 'go', 'show', 'ya', 'kak', 'mesan', 'tiket', 'hanya', 'layan', 'lalu', 'aplikasi', 'access', 'by', 'kai', 'tks']",selamat pagi untuk loket stasiun hanya layan beli tiket go show ya kak mesan tiket hanya layan lalu aplikasi access by kai tks,@septmaaa @chizznanda Selamat pagi. Untuk loket stasiun hanya melayani pembelian tiket go show ya kak pemesanan tiket hanya dilayani melalui aplikasi Access By KAI tks.,@septmaaa @chizznanda Selamat pagi. Untuk loket stasiun hanya melayani pembelian tiket go show ya kak pemesanan tiket hanya dilayani melalui aplikasi Access By KAI tks.
,in,0,1981864689178218529,,https://x.com/undefined/status/1981865669294710886,0,341987176,Fri Oct 24 23:29:31 +0000 2025,@hudanrahm @KAI121 Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,0,,hudanrahm,0,1981865669294710886,@hudanrahm @kai121 selamat pagi. mohon maaf kak. untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak. tks.,selamat pagi mohon maaf kak untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak tks,"['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'pemesanan', 'tiket', 'ka', 'lokal', 'keberangkatan', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'tersedia', 'telah', 'kami', 'sampaikan', 'ke', 'unit', 'terkait', 'ya', 'apabila', 'belum', 'tersedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'sarankan', 'cek', 'secara', 'berkala', 'ya', 'kak', 'tks']","['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'mesan', 'tiket', 'ka', 'lokal', 'berangkat', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'sedia', 'telah', 'kami', 'sampai', 'ke', 'unit', 'kait', 'ya', 'apabila', 'belum', 'sedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'saran', 'cek', 'cara', 'kala', 'ya', 'kak', 'tks']",selamat pagi mohon maaf kak untuk informasi mesan tiket ka lokal berangkat tanggal 1 november 2025 yang belum sedia telah kami sampai ke unit kait ya apabila belum sedia pada aplikasi access by kai kami saran cek cara kala ya kak tks,@hudanrahm @KAI121 Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,@hudanrahm @KAI121 Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.
,in,0,1981818522146877766,,https://x.com/undefined/status/1981864368506802449,0,341987176,Fri Oct 24 23:24:21 +0000 2025,@haaanif_ Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,0,,haaanif_,0,1981864368506802449,@haaanif_ selamat pagi. mohon maaf kak. untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak. tks.,selamat pagi mohon maaf kak untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak tks,"['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'pemesanan', 'tiket', 'ka', 'lokal', 'keberangkatan', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'tersedia', 'telah', 'kami', 'sampaikan', 'ke', 'unit', 'terkait', 'ya', 'apabila', 'belum', 'tersedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'sarankan', 'cek', 'secara', 'berkala', 'ya', 'kak', 'tks']","['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'mesan', 'tiket', 'ka', 'lokal', 'berangkat', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'sedia', 'telah', 'kami', 'sampai', 'ke', 'unit', 'kait', 'ya', 'apabila', 'belum', 'sedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'saran', 'cek', 'cara', 'kala', 'ya', 'kak', 'tks']",selamat pagi mohon maaf kak untuk informasi mesan tiket ka lokal berangkat tanggal 1 november 2025 yang belum sedia telah kami sampai ke unit kait ya apabila belum sedia pada aplikasi access by kai kami saran cek cara kala ya kak tks,@haaanif_ Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,@haaanif_ Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.
,in,0,1981859134111969684,,https://x.com/undefined/status/1981864067964047743,0,341987176,Fri Oct 24 23:23:09 +0000 2025,@icecoffelatte28 Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,0,,icecoffelatte28,0,1981864067964047743,@icecoffelatte28 selamat pagi. mohon maaf kak. untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak. tks.,selamat pagi mohon maaf kak untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak tks,"['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'pemesanan', 'tiket', 'ka', 'lokal', 'keberangkatan', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'tersedia', 'telah', 'kami', 'sampaikan', 'ke', 'unit', 'terkait', 'ya', 'apabila', 'belum', 'tersedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'sarankan', 'cek', 'secara', 'berkala', 'ya', 'kak', 'tks']","['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'mesan', 'tiket', 'ka', 'lokal', 'berangkat', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'sedia', 'telah', 'kami', 'sampai', 'ke', 'unit', 'kait', 'ya', 'apabila', 'belum', 'sedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'saran', 'cek', 'cara', 'kala', 'ya', 'kak', 'tks']",selamat pagi mohon maaf kak untuk informasi mesan tiket ka lokal berangkat tanggal 1 november 2025 yang belum sedia telah kami sampai ke unit kait ya apabila belum sedia pada aplikasi access by kai kami saran cek cara kala ya kak tks,@icecoffelatte28 Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,@icecoffelatte28 Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.
,in,0,1981818522146877766,,https://x.com/undefined/status/1981861910439227670,0,341987176,Fri Oct 24 23:14:35 +0000 2025,@vionakiranaa Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,0,,vionakiranaa,0,1981861910439227670,@vionakiranaa selamat pagi. mohon maaf kak. untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak. tks.,selamat pagi mohon maaf kak untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak tks,"['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'pemesanan', 'tiket', 'ka', 'lokal', 'keberangkatan', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'tersedia', 'telah', 'kami', 'sampaikan', 'ke', 'unit', 'terkait', 'ya', 'apabila', 'belum', 'tersedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'sarankan', 'cek', 'secara', 'berkala', 'ya', 'kak', 'tks']","['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'mesan', 'tiket', 'ka', 'lokal', 'berangkat', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'sedia', 'telah', 'kami', 'sampai', 'ke', 'unit', 'kait', 'ya', 'apabila', 'belum', 'sedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'saran', 'cek', 'cara', 'kala', 'ya', 'kak', 'tks']",selamat pagi mohon maaf kak untuk informasi mesan tiket ka lokal berangkat tanggal 1 november 2025 yang belum sedia telah kami sampai ke unit kait ya apabila belum sedia pada aplikasi access by kai kami saran cek cara kala ya kak tks,@vionakiranaa Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,@vionakiranaa Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.
,in,0,1981858318491738471,,https://x.com/undefined/status/1981861876058513878,0,341987176,Fri Oct 24 23:14:27 +0000 2025,@itsmearast Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,0,,itsmearast,0,1981861876058513878,@itsmearast selamat pagi. mohon maaf kak. untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak. tks.,selamat pagi mohon maaf kak untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak tks,"['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'pemesanan', 'tiket', 'ka', 'lokal', 'keberangkatan', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'tersedia', 'telah', 'kami', 'sampaikan', 'ke', 'unit', 'terkait', 'ya', 'apabila', 'belum', 'tersedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'sarankan', 'cek', 'secara', 'berkala', 'ya', 'kak', 'tks']","['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'mesan', 'tiket', 'ka', 'lokal', 'berangkat', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'sedia', 'telah', 'kami', 'sampai', 'ke', 'unit', 'kait', 'ya', 'apabila', 'belum', 'sedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'saran', 'cek', 'cara', 'kala', 'ya', 'kak', 'tks']",selamat pagi mohon maaf kak untuk informasi mesan tiket ka lokal berangkat tanggal 1 november 2025 yang belum sedia telah kami sampai ke unit kait ya apabila belum sedia pada aplikasi access by kai kami saran cek cara kala ya kak tks,@itsmearast Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,@itsmearast Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.
,in,0,1981854649151045859,,https://x.com/undefined/status/1981854841115959508,1,341987176,Fri Oct 24 22:46:29 +0000 2025,@Thole69 Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,0,,Thole69,0,1981854841115959508,@thole69 selamat pagi. mohon maaf kak. untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak. tks.,selamat pagi mohon maaf kak untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak tks,"['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'pemesanan', 'tiket', 'ka', 'lokal', 'keberangkatan', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'tersedia', 'telah', 'kami', 'sampaikan', 'ke', 'unit', 'terkait', 'ya', 'apabila', 'belum', 'tersedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'sarankan', 'cek', 'secara', 'berkala', 'ya', 'kak', 'tks']","['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'mesan', 'tiket', 'ka', 'lokal', 'berangkat', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'sedia', 'telah', 'kami', 'sampai', 'ke', 'unit', 'kait', 'ya', 'apabila', 'belum', 'sedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'saran', 'cek', 'cara', 'kala', 'ya', 'kak', 'tks']",selamat pagi mohon maaf kak untuk informasi mesan tiket ka lokal berangkat tanggal 1 november 2025 yang belum sedia telah kami sampai ke unit kait ya apabila belum sedia pada aplikasi access by kai kami saran cek cara kala ya kak tks,@Thole69 Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,@Thole69 Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.
,in,0,1981852849303871762,,https://x.com/undefined/status/1981854488446341142,0,341987176,Fri Oct 24 22:45:05 +0000 2025,@birieneffect Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,0,,birieneffect,0,1981854488446341142,@birieneffect selamat pagi. mohon maaf kak. untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak. tks.,selamat pagi mohon maaf kak untuk informasi pemesanan tiket ka lokal keberangkatan tanggal 1 november 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya apabila belum tersedia pada aplikasi access by kai kami sarankan cek secara berkala ya kak tks,"['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'pemesanan', 'tiket', 'ka', 'lokal', 'keberangkatan', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'tersedia', 'telah', 'kami', 'sampaikan', 'ke', 'unit', 'terkait', 'ya', 'apabila', 'belum', 'tersedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'sarankan', 'cek', 'secara', 'berkala', 'ya', 'kak', 'tks']","['selamat', 'pagi', 'mohon', 'maaf', 'kak', 'untuk', 'informasi', 'mesan', 'tiket', 'ka', 'lokal', 'berangkat', 'tanggal', '1', 'november', '2025', 'yang', 'belum', 'sedia', 'telah', 'kami', 'sampai', 'ke', 'unit', 'kait', 'ya', 'apabila', 'belum', 'sedia', 'pada', 'aplikasi', 'access', 'by', 'kai', 'kami', 'saran', 'cek', 'cara', 'kala', 'ya', 'kak', 'tks']",selamat pagi mohon maaf kak untuk informasi mesan tiket ka lokal berangkat tanggal 1 november 2025 yang belum sedia telah kami sampai ke unit kait ya apabila belum sedia pada aplikasi access by kai kami saran cek cara kala ya kak tks,@birieneffect Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.,@birieneffect Selamat pagi. Mohon maaf Kak. Untuk informasi pemesanan tiket KA Lokal keberangkatan tanggal 1 November 2025 yang belum tersedia telah kami sampaikan ke unit terkait ya. Apabila belum tersedia pada aplikasi Access by KAI kami sarankan cek secara berkala ya Kak. Tks.
,in,0,1981851857078383000,,https://x.com/undefined/status/1981851857078383000,0,99023472,Fri Oct 24 22:34:38 +0000 2025,Min @KAI121 dari tadi KAI access eror nih mau pesan tiket lokal sby-malang ga bisa. Misal saya ke stasiun Gubeng beli tiketnya untuk 1 November sudah bisa apa tidak ya min?,3,,,0,1981851857078383000,min @kai121 dari tadi kai access eror nih mau pesan tiket lokal sby-malang ga bisa. misal saya ke stasiun gubeng beli tiketnya untuk 1 november sudah bisa apa tidak ya min?,min dari tadi kai access eror nih mau pesan tiket lokal sby malang ga bisa misal saya ke stasiun gubeng beli tiketnya untuk 1 november sudah bisa apa tidak ya min,"['min', 'dari', 'tadi', 'kai', 'access', 'eror', 'nih', 'mau', 'pesan', 'tiket', 'lokal', 'sby', 'malang', 'ga', 'bisa', 'misal', 'saya', 'ke', 'stasiun', 'gubeng', 'beli', 'tiketnya', 'untuk', '1', 'november', 'sudah', 'bisa', 'apa', 'tidak', 'ya', 'min']","['min', 'dari', 'tadi', 'kai', 'access', 'eror', 'nih', 'mau', 'pesan', 'tiket', 'lokal', 'sby', 'malang', 'ga', 'bisa', 'misal', 'saya', 'ke', 'stasiun', 'gubeng', 'beli', 'tiket', 'untuk', '1', 'november', 'sudah', 'bisa', 'apa', 'tidak', 'ya', 'min']",min dari tadi kai access eror nih mau pesan tiket lokal sby malang ga bisa misal saya ke stasiun gubeng beli tiket untuk 1 november sudah bisa apa tidak ya min,Min @KAI121 dari tadi KAI access eror nih mau pesan tiket lokal sby-malang ga bisa. Misal saya ke stasiun Gubeng beli tiketnya untuk 1 November sudah bisa apa tidak ya min?,Min @KAI121 dari tadi KAI access eror nih mau pesan tiket lokal sby-malang ga bisa. Misal saya ke stasiun Gubeng beli tiketnya untuk 1 November sudah bisa apa tidak ya min?
